R,C,tau
3807.947176588889,0.0006423896145081336,2.510054591122358
9512.07163345817,8.505582503005379e-05,0.8093969666729833
7346.740023932911,0.00016246708538051916,1.2098830669686742
6026.718993550662,0.0008986556343385523,5.382337226472004
1644.5845403801216,0.0006068226305999305,1.0044412901754198
1644.345751328406,1.018785456501302e-05,0.016708751315219036
675.0277604651747,0.00010237007132316608,0.06923669352891272
8675.143843171858,0.0006638382673389479,5.827441363866865
6051.038616257767,6.056522262372468e-06,0.03604852296528425
7109.9185201808505,0.00016164724336608117,1.1973942900895274
303.7864935284442,0.0005491850555772196,0.16347822408825605
9702.107536403744,0.0006922033024950007,6.552745170314182
8341.182143924176,0.000652309298243098,5.567057006479542
2202.157195714934,0.00022504504015109924,0.5034312705991917
1900.067175350296,0.0007124670421261884,1.370633100072686
1915.704647548995,0.0002380118384093033,0.4616903982188816
3111.9982052994233,0.0003260742984611085,1.0144940851550912
5295.0886731591545,0.0007467449137129063,3.8831242134475406
4376.255684556946,0.0006499832661481676,2.8488054739952435
2983.168487960615,0.0008493741870836839,2.4995101061883203
6157.343657751557,0.0006579552794080431,4.130265975115217
1480.989220455214,0.0005687402947321362,0.8398209222475771
2992.23202049866,9.458109306026439e-05,0.27833611947895665
3726.9822486075477,0.00036834808725637417,1.364002640694216
4615.0928437486555,0.00026593716531404376,1.237460728062861
7873.242017790834,0.00024474565373570456,1.9052164769723492
2076.7704433677613,0.0009730375441976933,1.9875451536146636
5190.9209402947545,0.0003937046269420937,2.0536500126426267
5964.90423173422,0.0008921545086219363,5.347688565323975
559.8590859279775,0.0006315074873712658,0.34997055667420385
6114.69403382424,0.0007950164922381069,4.815485595481798
1788.1888245041862,0.000503134456012087,0.9038749153052246
744.0107705542672,0.0005773269807417328,0.4170973614840937
9493.966818808,0.0004930251761250451,4.549004528977957
9659.757127438137,0.00019604774481024647,1.8665621862597659
8103.133746352965,0.0007227296631462439,5.831374591143727
3115.67631481637,0.000281491590078415,0.8824902268098653
1066.9539286632003,2.529165046502239e-05,0.027781276338371706
6873.906962470353,0.0006458268236112607,4.515502584362189
4457.509688022053,0.0001779335687276419,0.7906035315748742
1308.1785249633103,0.0009405181257685615,1.2298976767027525
5002.251410101575,0.0009539746484255849,4.676339206057378
440.4463590406621,0.0009149495258302282,0.40283697659611206
9102.271980579942,0.00037078854155518903,3.355533589593167
2661.9218178401675,1.6441159912338563e-05,0.04404755836819083
6658.970615104421,0.0009283902440251377,6.079842479602111
3185.9396532851683,0.0004287559641689971,1.3801790772494997
5248.673409660327,0.000966688164224626,5.229367610771483
5512.431765498469,0.0009636563571121638,5.300535040216437
1930.0591097027177,0.0008531564460118928,1.6598718814745603
9698.88781486913,0.00029515444317751617,2.9021829201411014
7773.814951275034,0.0003857126308733234,2.9743977571555877
9401.039521485473,0.0008512855348453401,8.038837060659128
8958.790769233723,0.00031760508315112145,2.846074084832901
6019.209790229743,0.0001703232539394064,1.0272141706059998
9226.554926728857,0.0005572444611958918,5.061958857894053
976.075770314003,0.0009362186193866203,0.9142682680009461
2040.2303379495374,0.0006963337668782981,1.4348312134860497
547.7501602143268,0.0005704911089192757,0.32155585484656013
3320.770274556317,9.807931727699777e-05,0.3319475500618196
3947.905167925872,0.0006153922194724707,2.5341336951245212
2786.3554145615694,0.000990063796254159,2.7163324512681295
8304.5013406041,0.0001409439312212875,1.1908895521916065
3631.857934266534,0.0005188113227113731,1.891158258664876
2881.2516459050694,0.0008774956988560276,2.639014885365337
5472.69122326666,0.0007410278491364503,3.989856880381939
1495.14982725015,0.0006973187252542728,1.0250861594037395
8041.750109464992,0.0007027815999031223,5.5838435302828895
838.0513724297311,0.0003601316600685355,0.2889886222199854
9870.180672345121,0.00029429825242022895,2.8742329018610953
7745.2232160369085,0.0008095517943230352,6.174961696830496
2067.285247188307,0.0008103032812845017,1.6801665960603678
154.66895952366374,0.0008672052462615237,0.1350465258892826
8173.068141702858,0.0009133273120039149,7.744786894012453
7097.887704091409,0.0005118310564620769,3.7019756255157947
7317.170963605774,0.0005020147783925125,3.630944833186092
7735.576432190863,0.0007984968837878084,6.065846515477535
833.0420521674946,0.0006503139668469875,0.5470687163305601
3648.810712588299,0.0007022649103804457,2.4947715789085785
1247.1036892987843,0.000795996876766665,1.0290520812359665
8644.723916168376,0.0008901153364757489,7.876312485745887
6270.651455592823,0.00033865716169468436,2.103674186023477
3375.890446041227,0.00037620736968730414,1.2265200534480785
729.227667831634,9.488795790102814e-05,0.07106854617284131
3178.724984985056,0.0005787018608551779,1.8353200650172463
3319.314888064796,3.690633152294534e-05,0.12553647813421262
7323.101165546835,0.0004661324201143278,3.304682180849324
6411.81896641661,0.0005431019900728691,3.440527907756936
8883.406151505633,0.0002872547108761562,2.5520678831328945
4774.927759103298,0.0005912424273084418,2.825792534270164
1283.9830347891868,3.146974968911038e-05,0.04004291217786127
7161.123393507651,3.83108405604652e-05,0.27776621740608065
7631.7719813072845,0.0008227779600989987,6.14517659032649
5656.644255938013,0.0003608304507698517,2.035277311286313
7732.575081550154,0.0001279334521392329,0.9916350852695077
4988.576404007468,0.0005227210167947497,2.6344630913780356
5275.0550108817415,0.0007702235595455124,4.120797068748877
4332.656081749641,0.00021660520646934634,0.917366875945661
351.6493547665424,0.0006232675853431813,0.21244695772801034
1168.125127233714,8.626211752877424e-05,0.10333984775893497
411.14893829866907,5.263003944743909e-05,0.021782602269532044
6400.463071511426,0.00053182327693658,3.3529595499594786
3212.124212655634,0.0005410944864884965,1.791982689240848
5134.849842530557,0.0006377924715967084,3.2825451881840664
9084.908091868321,0.000726365242388939,6.75460420177578
2567.993068573862,0.0009758762273830722,2.5094274725834538
4162.790938052734,0.0005167840479528942,2.239928206237302
7579.956271576182,0.0003236335164683048,2.53924941483824
2365.1018383670626,0.0007953910085739351,1.8718138053943945
862.1011073050506,0.0002715614190108122,0.23866255560452884
2968.5393838463033,0.0004395324492849305,1.3216107218126647
1696.0907438146437,7.93779249609237e-05,0.13831740034985776
9304.006758191474,2.6325392672042058e-05,0.24020482578650157
8100.3917576877275,0.0009626857662632472,7.905130241050145
6370.697189453193,0.0008361441403916937,5.439581883490094
8727.459842858405,0.0006962782318876043,5.86299224567816
8056.353561301233,0.00040954399146985566,3.2213495932381413
1947.0435829717549,0.00017412102575077495,0.32519436599462703
8936.33408505078,0.00015728060562841497,1.397938946021425
5439.4881949649425,0.0002509926552664308,1.3848643864071026
8093.657536124219,0.0005496774380414144,4.5825776928322455
8971.303869242583,0.0007148813267773623,6.422921628362484
3248.2344022214525,0.0006605371793410136,2.2154660753686413
1189.514052824,0.00028065396304899695,0.3246271210160409
2356.5581091652225,0.000954910415382531,2.1736393886845753
4328.367107399938,0.0007381590197790729,3.1914736974850935
8198.346182632682,0.0005547996984588894,4.58337796292075
8621.2327742378,0.000612109025488118,5.273683700352858
168.82609225878798,0.0004201804623653622,0.06800424510550034
5156.398295517901,0.00024848325851165634,1.2789948985747746
4232.368931172912,0.00035661670597261037,1.4699558772277856
2298.8673236602294,0.0007580882643539048,1.7660857002476371
1286.6671366034598,1.5379095141126114e-05,0.019932859590564064
3442.3901968959167,0.00011695656786640933,0.39504203998830206
9434.80606873394,4.6956639379731e-05,0.43847365000892485
3299.709027005477,4.1688073516651166e-05,0.13464443577151436
5236.027155259324,0.0008556051234269963,4.474355648853039
7059.887693062261,0.0007039542015206437,5.064775648223126
3699.9330635550104,0.00047469965525823794,1.7217312139075363
